t,q_FL_abad,q_FL_thigh,q_FL_calf,q_FR_abad,q_FR_thigh,q_FR_calf,q_RL_abad,q_RL_thigh,q_RL_calf,q_RR_abad,q_RR_thigh,q_RR_calf,tau_FL_abad,tau_FL_thigh,tau_FL_calf,tau_FR_abad,tau_FR_thigh,tau_FR_calf,tau_RL_abad,tau_RL_thigh,tau_RL_calf,tau_RR_abad,tau_RR_thigh,tau_RR_calf,base_z
9.3350,-0.41879,-0.04319,-0.67657,0.57927,-0.03127,-0.96375,-0.51637,0.40234,-1.26290,0.44079,0.36377,-0.85920,0.381,-0.357,-0.288,-0.147,-0.397,-0.323,0.263,0.109,-0.304,-0.341,0.184,-0.206,0.8500
9.3400,-0.41879,-0.04596,-0.67660,0.57927,-0.03395,-0.96375,-0.51637,0.39964,-1.26290,0.44079,0.36106,-0.85920,0.381,-0.356,-0.287,-0.147,-0.396,-0.323,0.263,0.109,-0.304,-0.341,0.185,-0.206,0.8500
9.3450,-0.41879,-0.04875,-0.67663,0.57927,-0.03665,-0.96374,-0.51637,0.39692,-1.26291,0.44079,0.35834,-0.85921,0.381,-0.355,-0.286,-0.147,-0.395,-0.323,0.263,0.109,-0.304,-0.341,0.185,-0.205,0.8500
9.3500,-0.41879,-0.05154,-0.67666,0.57927,-0.03937,-0.96374,-0.51637,0.39419,-1.26292,0.44079,0.35560,-0.85922,0.381,-0.354,-0.285,-0.147,-0.395,-0.323,0.263,0.110,-0.304,-0.341,0.185,-0.205,0.8500
9.3550,-0.41878,-0.05434,-0.67669,0.57927,-0.04210,-0.96375,-0.51637,0.39145,-1.26292,0.44079,0.35285,-0.85923,0.381,-0.353,-0.285,-0.147,-0.394,-0.323,0.263,0.110,-0.303,-0.342,0.186,-0.205,0.8500
9.3600,-0.41878,-0.05715,-0.67672,0.57927,-0.04485,-0.96375,-0.51637,0.38870,-1.26293,0.44079,0.35009,-0.85924,0.381,-0.353,-0.284,-0.147,-0.393,-0.322,0.263,0.110,-0.303,-0.342,0.186,-0.205,0.8500
9.3650,-0.41878,-0.05995,-0.67675,0.57927,-0.04760,-0.96375,-0.51637,0.38594,-1.26294,0.44079,0.34733,-0.85924,0.381,-0.352,-0.283,-0.147,-0.392,-0.322,0.263,0.110,-0.303,-0.342,0.186,-0.204,0.8500
9.3700,-0.41878,-0.06276,-0.67678,0.57927,-0.05037,-0.96375,-0.51637,0.38318,-1.26295,0.44079,0.34456,-0.85925,0.381,-0.352,-0.282,-0.147,-0.391,-0.322,0.263,0.110,-0.303,-0.342,0.186,-0.204,0.8500
9.3750,-0.41878,-0.06556,-0.67681,0.57926,-0.05313,-0.96376,-0.51637,0.38042,-1.26295,0.44079,0.34179,-0.85926,0.381,-0.352,-0.281,-0.147,-0.390,-0.321,0.263,0.110,-0.302,-0.342,0.186,-0.204,0.8500
9.3800,-0.41878,-0.06835,-0.67684,0.57926,-0.05591,-0.96377,-0.51637,0.37766,-1.26296,0.44079,0.33903,-0.85927,0.381,-0.352,-0.281,-0.147,-0.389,-0.321,0.263,0.110,-0.302,-0.342,0.187,-0.203,0.8500
9.3850,-0.41878,-0.07114,-0.67687,0.57926,-0.05868,-0.96377,-0.51637,0.37490,-1.26297,0.44079,0.33626,-0.85928,0.381,-0.352,-0.280,-0.147,-0.388,-0.320,0.263,0.110,-0.302,-0.342,0.187,-0.203,0.8500
9.3900,-0.41878,-0.07393,-0.67689,0.57926,-0.06145,-0.96378,-0.51637,0.37214,-1.26298,0.44079,0.33350,-0.85929,0.381,-0.353,-0.280,-0.147,-0.387,-0.320,0.263,0.110,-0.301,-0.342,0.187,-0.203,0.8500
9.3950,-0.41878,-0.07670,-0.67692,0.57926,-0.06421,-0.96379,-0.51637,0.36939,-1.26299,0.44079,0.33074,-0.85930,0.381,-0.353,-0.279,-0.147,-0.386,-0.319,0.263,0.110,-0.301,-0.342,0.187,-0.202,0.8500
9.4000,-0.41878,-0.07945,-0.67694,0.57926,-0.06697,-0.96380,-0.51637,0.36665,-1.26300,0.44080,0.32800,-0.85931,0.381,-0.353,-0.278,-0.147,-0.385,-0.319,0.263,0.110,-0.301,-0.342,0.187,-0.202,0.8500
9.4050,-0.41878,-0.08220,-0.67697,0.57926,-0.06972,-0.96381,-0.51637,0.36392,-1.26300,0.44080,0.32526,-0.85932,0.381,-0.354,-0.278,-0.147,-0.384,-0.318,0.263,0.110,-0.301,-0.342,0.187,-0.202,0.8500
9.4100,-0.41878,-0.08492,-0.67699,0.57926,-0.07246,-0.96382,-0.51637,0.36120,-1.26301,0.44080,0.32254,-0.85933,0.381,-0.354,-0.277,-0.147,-0.383,-0.318,0.263,0.110,-0.300,-0.342,0.187,-0.201,0.8500
9.4150,-0.41878,-0.08763,-0.67701,0.57926,-0.07519,-0.96383,-0.51637,0.35850,-1.26302,0.44080,0.31984,-0.85934,0.381,-0.355,-0.277,-0.147,-0.382,-0.317,0.263,0.109,-0.300,-0.342,0.187,-0.201,0.8500
9.4200,-0.41878,-0.09032,-0.67703,0.57925,-0.07789,-0.96385,-0.51637,0.35582,-1.26303,0.44080,0.31715,-0.85935,0.381,-0.355,-0.276,-0.147,-0.382,-0.317,0.263,0.109,-0.299,-0.342,0.187,-0.201,0.8500
9.4250,-0.41878,-0.09299,-0.67705,0.57925,-0.08058,-0.96386,-0.51637,0.35316,-1.26304,0.44080,0.31448,-0.85936,0.381,-0.356,-0.276,-0.147,-0.381,-0.316,0.263,0.109,-0.299,-0.342,0.187,-0.200,0.8500
9.4300,-0.41878,-0.09563,-0.67708,0.57925,-0.08325,-0.96387,-0.51637,0.35051,-1.26305,0.44080,0.31183,-0.85937,0.381,-0.356,-0.275,-0.146,-0.380,-0.316,0.263,0.109,-0.299,-0.342,0.187,-0.200,0.8500
9.4350,-0.41878,-0.09825,-0.67710,0.57925,-0.08590,-0.96389,-0.51637,0.34789,-1.26306,0.44080,0.30921,-0.85938,0.381,-0.357,-0.275,-0.146,-0.379,-0.315,0.263,0.109,-0.298,-0.342,0.187,-0.200,0.8500
9.4400,-0.41878,-0.10084,-0.67712,0.57925,-0.08851,-0.96391,-0.51637,0.34530,-1.26307,0.44080,0.30661,-0.85939,0.381,-0.357,-0.274,-0.146,-0.379,-0.314,0.263,0.109,-0.298,-0.342,0.187,-0.199,0.8500
9.4450,-0.41878,-0.10341,-0.67714,0.57925,-0.09110,-0.96392,-0.51637,0.34273,-1.26308,0.44080,0.30404,-0.85940,0.381,-0.358,-0.274,-0.146,-0.378,-0.314,0.263,0.109,-0.298,-0.342,0.187,-0.199,0.8500
9.4500,-0.41878,-0.10594,-0.67715,0.57925,-0.09367,-0.96394,-0.51637,0.34020,-1.26310,0.44080,0.30150,-0.85942,0.381,-0.358,-0.273,-0.146,-0.378,-0.313,0.263,0.108,-0.297,-0.342,0.187,-0.198,0.8500
9.4550,-0.41878,-0.10844,-0.67717,0.57925,-0.09619,-0.96396,-0.51637,0.33770,-1.26311,0.44080,0.29899,-0.85943,0.381,-0.359,-0.273,-0.146,-0.377,-0.312,0.263,0.108,-0.297,-0.342,0.187,-0.198,0.8500
9.4600,-0.41878,-0.11091,-0.67719,0.57925,-0.09869,-0.96397,-0.51637,0.33523,-1.26312,0.44080,0.29652,-0.85944,0.381,-0.359,-0.272,-0.146,-0.377,-0.312,0.263,0.108,-0.297,-0.342,0.187,-0.198,0.8500
9.4650,-0.41878,-0.11334,-0.67721,0.57925,-0.10115,-0.96399,-0.51637,0.33279,-1.26313,0.44080,0.29408,-0.85945,0.381,-0.359,-0.271,-0.146,-0.376,-0.311,0.263,0.108,-0.296,-0.342,0.187,-0.197,0.8500
9.4700,-0.41878,-0.11573,-0.67723,0.57925,-0.10357,-0.96401,-0.51637,0.33040,-1.26314,0.44080,0.29168,-0.85946,0.381,-0.359,-0.271,-0.146,-0.376,-0.310,0.263,0.108,-0.296,-0.342,0.186,-0.197,0.8500
9.4750,-0.41878,-0.11808,-0.67725,0.57925,-0.10594,-0.96403,-0.51637,0.32804,-1.26315,0.44080,0.28932,-0.85948,0.381,-0.360,-0.270,-0.146,-0.376,-0.310,0.263,0.107,-0.295,-0.342,0.186,-0.197,0.8500
9.4800,-0.41878,-0.12040,-0.67727,0.57924,-0.10828,-0.96405,-0.51637,0.32572,-1.26317,0.44080,0.28700,-0.85949,0.381,-0.360,-0.270,-0.146,-0.376,-0.309,0.263,0.107,-0.295,-0.342,0.186,-0.196,0.8500
9.4850,-0.41878,-0.12267,-0.67729,0.57924,-0.11057,-0.96407,-0.51637,0.32345,-1.26318,0.44080,0.28473,-0.85950,0.381,-0.360,-0.269,-0.146,-0.375,-0.308,0.263,0.107,-0.295,-0.342,0.186,-0.196,0.8500
9.4900,-0.41878,-0.12489,-0.67731,0.57924,-0.11282,-0.96409,-0.51637,0.32123,-1.26319,0.44080,0.28250,-0.85951,0.381,-0.360,-0.269,-0.146,-0.375,-0.308,0.263,0.107,-0.294,-0.342,0.186,-0.195,0.8500
9.4950,-0.41878,-0.12707,-0.67733,0.57924,-0.11502,-0.96411,-0.51637,0.31905,-1.26320,0.44080,0.28031,-0.85953,0.381,-0.360,-0.268,-0.146,-0.375,-0.307,0.263,0.106,-0.294,-0.342,0.186,-0.195,0.8500
9.5000,-0.41878,-0.12920,-0.67735,0.57924,-0.11717,-0.96413,-0.51637,0.31692,-1.26321,0.44080,0.27818,-0.85954,0.381,-0.360,-0.267,-0.146,-0.375,-0.307,0.263,0.106,-0.293,-0.341,0.185,-0.195,0.8500
9.5050,-0.41878,-0.13128,-0.67737,0.57924,-0.11927,-0.96415,-0.51637,0.31484,-1.26323,0.44080,0.27609,-0.85955,0.381,-0.360,-0.267,-0.146,-0.375,-0.306,0.263,0.106,-0.293,-0.341,0.185,-0.194,0.8500
9.5100,-0.41878,-0.13331,-0.67739,0.57924,-0.12131,-0.96417,-0.51637,0.31281,-1.26324,0.44080,0.27406,-0.85956,0.381,-0.361,-0.266,-0.146,-0.375,-0.305,0.263,0.105,-0.293,-0.341,0.185,-0.194,0.8500
9.5150,-0.41878,-0.13529,-0.67740,0.57924,-0.12330,-0.96419,-0.51637,0.31084,-1.26325,0.44080,0.27209,-0.85958,0.381,-0.361,-0.266,-0.146,-0.375,-0.305,0.263,0.105,-0.292,-0.341,0.185,-0.193,0.8500
9.5200,-0.41878,-0.13721,-0.67742,0.57924,-0.12524,-0.96421,-0.51637,0.30892,-1.26327,0.44080,0.27016,-0.85959,0.381,-0.361,-0.265,-0.146,-0.375,-0.304,0.263,0.104,-0.292,-0.341,0.184,-0.193,0.8500
9.5250,-0.41878,-0.13908,-0.67744,0.57924,-0.12711,-0.96423,-0.51637,0.30706,-1.26328,0.44079,0.26830,-0.85960,0.381,-0.361,-0.265,-0.146,-0.375,-0.303,0.263,0.104,-0.291,-0.341,0.184,-0.193,0.8500
9.5300,-0.41878,-0.14089,-0.67746,0.57924,-0.12893,-0.96426,-0.51637,0.30526,-1.26329,0.44079,0.26649,-0.85962,0.381,-0.361,-0.264,-0.146,-0.375,-0.303,0.263,0.104,-0.291,-0.341,0.184,-0.192,0.8500
9.5350,-0.41878,-0.14264,-0.67748,0.57924,-0.13069,-0.96428,-0.51637,0.30351,-1.26331,0.44079,0.26475,-0.85963,0.381,-0.361,-0.263,-0.146,-0.375,-0.302,0.263,0.103,-0.291,-0.341,0.184,-0.192,0.8500
9.5400,-0.41878,-0.14433,-0.67750,0.57924,-0.13239,-0.96430,-0.51637,0.30183,-1.26332,0.44079,0.26306,-0.85964,0.381,-0.361,-0.263,-0.146,-0.375,-0.301,0.263,0.103,-0.290,-0.341,0.183,-0.191,0.8500
9.5450,-0.41878,-0.14595,-0.67752,0.57924,-0.13402,-0.96432,-0.51637,0.30021,-1.26333,0.44079,0.26144,-0.85965,0.381,-0.361,-0.262,-0.146,-0.375,-0.301,0.263,0.102,-0.290,-0.341,0.183,-0.191,0.8500
9.5500,-0.41878,-0.14752,-0.67754,0.57924,-0.13559,-0.96434,-0.51637,0.29866,-1.26334,0.44079,0.25988,-0.85967,0.381,-0.361,-0.262,-0.146,-0.376,-0.300,0.263,0.102,-0.289,-0.341,0.182,-0.191,0.8500
9.5550,-0.41878,-0.14901,-0.67756,0.57924,-0.13709,-0.96436,-0.51637,0.29717,-1.26336,0.44079,0.25839,-0.85968,0.381,-0.361,-0.261,-0.146,-0.376,-0.300,0.263,0.101,-0.289,-0.341,0.182,-0.190,0.8500
9.5600,-0.41878,-0.15045,-0.67758,0.57923,-0.13853,-0.96438,-0.51637,0.29574,-1.26337,0.44079,0.25696,-0.85969,0.381,-0.361,-0.261,-0.146,-0.376,-0.299,0.263,0.101,-0.289,-0.341,0.182,-0.190,0.8500
9.5650,-0.41878,-0.15181,-0.67760,0.57923,-0.13989,-0.96440,-0.51637,0.29439,-1.26338,0.44079,0.25560,-0.85971,0.381,-0.361,-0.260,-0.146,-0.376,-0.298,0.263,0.100,-0.288,-0.341,0.181,-0.190,0.8500
9.5700,-0.41877,-0.15311,-0.67762,0.57923,-0.14119,-0.96442,-0.51637,0.29310,-1.26340,0.44079,0.25431,-0.85972,0.381,-0.362,-0.259,-0.146,-0.377,-0.298,0.263,0.100,-0.288,-0.341,0.181,-0.189,0.8500
9.5750,-0.41877,-0.15434,-0.67763,0.57923,-0.14242,-0.96444,-0.51637,0.29188,-1.26341,0.44079,0.25309,-0.85973,0.381,-0.362,-0.259,-0.146,-0.377,-0.297,0.263,0.099,-0.288,-0.341,0.180,-0.189,0.8500
9.5800,-0.41877,-0.15549,-0.67765,0.57923,-0.14358,-0.96446,-0.51637,0.29074,-1.26342,0.44079,0.25194,-0.85974,0.381,-0.362,-0.258,-0.146,-0.377,-0.297,0.263,0.099,-0.287,-0.341,0.180,-0.188,0.8500
9.5850,-0.41877,-0.15658,-0.67767,0.57923,-0.14466,-0.96448,-0.51637,0.28966,-1.26343,0.44079,0.25086,-0.85976,0.381,-0.362,-0.258,-0.146,-0.377,-0.296,0.263,0.098,-0.287,-0.341,0.179,-0.188,0.8500
9.5900,-0.41877,-0.15759,-0.67769,0.57923,-0.14568,-0.96450,-0.51637,0.28866,-1.26345,0.44079,0.24985,-0.85977,0.381,-0.363,-0.257,-0.146,-0.378,-0.296,0.263,0.098,-0.287,-0.341,0.179,-0.188,0.8500
9.5950,-0.41877,-0.15853,-0.67771,0.57923,-0.14662,-0.96452,-0.51637,0.28773,-1.26346,0.44079,0.24892,-0.85978,0.381,-0.363,-0.257,-0.146,-0.378,-0.295,0.263,0.097,-0.286,-0.341,0.178,-0.187,0.8500
9.6000,-0.41877,-0.15940,-0.67773,0.57923,-0.14748,-0.96454,-0.51637,0.28687,-1.26347,0.44079,0.24806,-0.85979,0.381,-0.363,-0.256,-0.146,-0.379,-0.295,0.263,0.097,-0.286,-0.341,0.178,-0.187,0.8500
9.6050,-0.41877,-0.16019,-0.67774,0.57923,-0.14827,-0.96456,-0.51637,0.28609,-1.26348,0.44079,0.24728,-0.85980,0.381,-0.363,-0.256,-0.146,-0.379,-0.294,0.263,0.096,-0.286,-0.341,0.177,-0.187,0.8500
9.6100,-0.41877,-0.16090,-0.67776,0.57923,-0.14899,-0.96458,-0.51637,0.28539,-1.26349,0.44079,0.24657,-0.85981,0.380,-0.364,-0.256,-0.146,-0.379,-0.294,0.263,0.095,-0.285,-0.341,0.177,-0.187,0.8500
9.6150,-0.41877,-0.16154,-0.67778,0.57923,-0.14962,-0.96459,-0.51637,0.28476,-1.26351,0.44079,0.24594,-0.85983,0.380,-0.364,-0.255,-0.146,-0.380,-0.293,0.263,0.095,-0.285,-0.341,0.176,-0.186,0.8500
9.6200,-0.41877,-0.16210,-0.67779,0.57923,-0.15019,-0.96461,-0.51637,0.28420,-1.26352,0.44079,0.24538,-0.85984,0.380,-0.365,-0.255,-0.146,-0.380,-0.293,0.263,0.094,-0.285,-0.341,0.176,-0.186,0.8500
9.6250,-0.41877,-0.16259,-0.67781,0.57923,-0.15067,-0.96463,-0.51637,0.28372,-1.26353,0.44079,0.24490,-0.85985,0.380,-0.365,-0.254,-0.146,-0.381,-0.292,0.263,0.094,-0.284,-0.341,0.175,-0.186,0.8500
9.6300,-0.41877,-0.16300,-0.67782,0.57923,-0.15108,-0.96465,-0.51637,0.28332,-1.26354,0.44079,0.24450,-0.85986,0.380,-0.366,-0.254,-0.146,-0.381,-0.292,0.263,0.093,-0.284,-0.341,0.175,-0.186,0.8500
9.6350,-0.41877,-0.16333,-0.67784,0.57923,-0.15141,-0.96466,-0.51637,0.28300,-1.26355,0.44079,0.24418,-0.85987,0.380,-0.366,-0.254,-0.146,-0.382,-0.292,0.263,0.092,-0.284,-0.341,0.174,-0.185,0.8500
9.6400,-0.41877,-0.16358,-0.67786,0.57923,-0.15166,-0.96468,-0.51637,0.28276,-1.26356,0.44079,0.24393,-0.85988,0.380,-0.367,-0.253,-0.146,-0.382,-0.291,0.263,0.092,-0.284,-0.341,0.173,-0.185,0.8500
9.6450,-0.41877,-0.16375,-0.67787,0.57923,-0.15183,-0.96469,-0.51637,0.28259,-1.26357,0.44079,0.24376,-0.85989,0.380,-0.367,-0.253,-0.146,-0.383,-0.291,0.263,0.091,-0.283,-0.341,0.173,-0.185,0.8500
9.6500,-0.41877,-0.16385,-0.67788,0.57923,-0.15193,-0.96471,-0.51637,0.28249,-1.26358,0.44079,0.24366,-0.85989,0.380,-0.365,-0.254,-0.146,-0.380,-0.292,0.263,0.094,-0.284,-0.341,0.175,-0.186,0.8500
9.6550,-0.41877,-0.16390,-0.67788,0.57923,-0.15198,-0.96471,-0.51637,0.28245,-1.26358,0.44079,0.24362,-0.85989,0.380,-0.360,-0.255,-0.146,-0.375,-0.293,0.263,0.100,-0.285,-0.341,0.180,-0.187,0.8500
9.6600,-0.41877,-0.16388,-0.67789,0.57923,-0.15196,-0.96472,-0.51636,0.28247,-1.26358,0.44078,0.24364,-0.85989,0.380,-0.356,-0.255,-0.146,-0.371,-0.293,0.263,0.105,-0.286,-0.341,0.185,-0.187,0.8500
9.6650,-0.41877,-0.16379,-0.67789,0.57923,-0.15188,-0.96472,-0.51636,0.28255,-1.26358,0.44078,0.24373,-0.85989,0.380,-0.352,-0.255,-0.146,-0.367,-0.293,0.263,0.109,-0.286,-0.341,0.189,-0.187,0.8500
9.6700,-0.41877,-0.16364,-0.67789,0.57923,-0.15173,-0.96472,-0.51636,0.28270,-1.26358,0.44078,0.24388,-0.85989,0.380,-0.348,-0.255,-0.146,-0.363,-0.292,0.263,0.113,-0.285,-0.341,0.192,-0.187,0.8500
9.6750,-0.41877,-0.16341,-0.67790,0.57922,-0.15151,-0.96473,-0.51636,0.28291,-1.26358,0.44078,0.24411,-0.85989,0.380,-0.345,-0.254,-0.146,-0.359,-0.292,0.263,0.117,-0.285,-0.341,0.196,-0.187,0.8500
9.6800,-0.41877,-0.16312,-0.67790,0.57922,-0.15121,-0.96474,-0.51636,0.28320,-1.26358,0.44078,0.24440,-0.85989,0.380,-0.342,-0.254,-0.146,-0.356,-0.292,0.263,0.120,-0.284,-0.341,0.199,-0.186,0.8500
9.6850,-0.41877,-0.16275,-0.67791,0.57922,-0.15084,-0.96474,-0.51636,0.28357,-1.26359,0.44078,0.24477,-0.85989,0.380,-0.340,-0.254,-0.146,-0.354,-0.291,0.263,0.122,-0.284,-0.341,0.201,-0.186,0.8500
9.6900,-0.41877,-0.16230,-0.67792,0.57922,-0.15040,-0.96475,-0.51636,0.28401,-1.26359,0.44078,0.24522,-0.85990,0.380,-0.337,-0.253,-0.146,-0.351,-0.290,0.263,0.125,-0.284,-0.341,0.204,-0.186,0.8500
9.6950,-0.41877,-0.16178,-0.67792,0.57922,-0.14988,-0.96476,-0.51636,0.28453,-1.26360,0.44078,0.24574,-0.85990,0.380,-0.335,-0.253,-0.146,-0.350,-0.290,0.263,0.127,-0.283,-0.341,0.206,-0.185,0.8500
9.7000,-0.41877,-0.16118,-0.67793,0.57922,-0.14928,-0.96477,-0.51636,0.28512,-1.26361,0.44078,0.24634,-0.85991,0.380,-0.334,-0.252,-0.146,-0.348,-0.290,0.263,0.128,-0.283,-0.341,0.207,-0.185,0.8500
9.7050,-0.41877,-0.16050,-0.67794,0.57922,-0.14861,-0.96478,-0.51636,0.28580,-1.26362,0.44078,0.24701,-0.85992,0.380,-0.332,-0.252,-0.146,-0.347,-0.289,0.263,0.129,-0.282,-0.341,0.209,-0.184,0.8500
9.7100,-0.41877,-0.15975,-0.67795,0.57922,-0.14785,-0.96480,-0.51636,0.28655,-1.26362,0.44078,0.24777,-0.85993,0.380,-0.331,-0.251,-0.146,-0.346,-0.289,0.262,0.130,-0.282,-0.341,0.210,-0.184,0.8500
9.7150,-0.41877,-0.15891,-0.67797,0.57922,-0.14702,-0.96481,-0.51636,0.28738,-1.26363,0.44078,0.24860,-0.85994,0.380,-0.331,-0.251,-0.146,-0.345,-0.288,0.262,0.130,-0.282,-0.341,0.211,-0.184,0.8500
9.7200,-0.41877,-0.15800,-0.67798,0.57922,-0.14611,-0.96482,-0.51636,0.28830,-1.26364,0.44078,0.24951,-0.85994,0.380,-0.330,-0.251,-0.146,-0.345,-0.288,0.262,0.130,-0.282,-0.341,0.211,-0.183,0.8500
9.7250,-0.41877,-0.15702,-0.67799,0.57922,-0.14512,-0.96483,-0.51636,0.28929,-1.26365,0.44078,0.25050,-0.85995,0.380,-0.330,-0.250,-0.146,-0.345,-0.288,0.262,0.130,-0.281,-0.341,0.211,-0.183,0.8500
9.7300,-0.41877,-0.15595,-0.67800,0.57922,-0.14405,-0.96484,-0.51636,0.29036,-1.26366,0.44078,0.25156,-0.85996,0.380,-0.330,-0.250,-0.146,-0.346,-0.288,0.262,0.130,-0.281,-0.341,0.211,-0.183,0.8500
9.7350,-0.41877,-0.15481,-0.67801,0.57922,-0.14290,-0.96485,-0.51636,0.29151,-1.26366,0.44078,0.25271,-0.85997,0.380,-0.331,-0.250,-0.146,-0.346,-0.288,0.262,0.129,-0.281,-0.341,0.211,-0.183,0.8500
9.7400,-0.41877,-0.15359,-0.67802,0.57922,-0.14168,-0.96486,-0.51636,0.29273,-1.26367,0.44078,0.25393,-0.85998,0.380,-0.331,-0.250,-0.146,-0.347,-0.287,0.262,0.128,-0.281,-0.341,0.210,-0.183,0.8500
9.7450,-0.41877,-0.15229,-0.67802,0.57922,-0.14038,-0.96487,-0.51636,0.29403,-1.26368,0.44078,0.25522,-0.85998,0.380,-0.332,-0.250,-0.146,-0.348,-0.287,0.262,0.127,-0.281,-0.341,0.209,-0.183,0.8500
9.7500,-0.41877,-0.15092,-0.67803,0.57922,-0.13901,-0.96487,-0.51636,0.29540,-1.26368,0.44078,0.25659,-0.85999,0.380,-0.333,-0.250,-0.146,-0.349,-0.287,0.262,0.126,-0.281,-0.341,0.208,-0.182,0.8500
9.7550,-0.41877,-0.14948,-0.67804,0.57922,-0.13756,-0.96488,-0.51636,0.29685,-1.26369,0.44078,0.25803,-0.86000,0.380,-0.334,-0.250,-0.146,-0.350,-0.287,0.262,0.125,-0.281,-0.341,0.207,-0.182,0.8500
9.7600,-0.41877,-0.14797,-0.67805,0.57922,-0.13605,-0.96489,-0.51636,0.29836,-1.26369,0.44078,0.25954,-0.86000,0.380,-0.335,-0.250,-0.146,-0.352,-0.288,0.262,0.124,-0.281,-0.341,0.206,-0.183,0.8500
9.7650,-0.41876,-0.14639,-0.67805,0.57922,-0.13446,-0.96489,-0.51636,0.29995,-1.26369,0.44078,0.26112,-0.86001,0.380,-0.336,-0.250,-0.145,-0.353,-0.288,0.262,0.123,-0.281,-0.341,0.205,-0.183,0.8500
9.7700,-0.41876,-0.14474,-0.67805,0.57922,-0.13280,-0.96489,-0.51636,0.30160,-1.26370,0.44078,0.26277,-0.86001,0.380,-0.338,-0.250,-0.145,-0.355,-0.288,0.262,0.122,-0.281,-0.341,0.204,-0.183,0.8500
9.7750,-0.41876,-0.14302,-0.67806,0.57922,-0.13108,-0.96489,-0.51636,0.30332,-1.26370,0.44078,0.26448,-0.86001,0.380,-0.339,-0.250,-0.145,-0.357,-0.288,0.262,0.120,-0.282,-0.341,0.202,-0.183,0.8500
9.7800,-0.41876,-0.14124,-0.67806,0.57921,-0.12929,-0.96490,-0.51636,0.30510,-1.26370,0.44078,0.26626,-0.86001,0.380,-0.341,-0.250,-0.145,-0.358,-0.288,0.262,0.119,-0.282,-0.341,0.201,-0.183,0.8500
9.7850,-0.41876,-0.13939,-0.67806,0.57921,-0.12744,-0.96489,-0.51636,0.30695,-1.26370,0.44078,0.26811,-0.86001,0.380,-0.342,-0.250,-0.145,-0.360,-0.289,0.262,0.118,-0.282,-0.341,0.200,-0.183,0.8500
9.7900,-0.41876,-0.13749,-0.67806,0.57921,-0.12553,-0.96489,-0.51636,0.30885,-1.26370,0.44078,0.27001,-0.86001,0.380,-0.344,-0.251,-0.145,-0.362,-0.289,0.262,0.117,-0.282,-0.341,0.198,-0.183,0.8500
9.7950,-0.41876,-0.13552,-0.67806,0.57921,-0.12356,-0.96489,-0.51636,0.31082,-1.26369,0.44078,0.27198,-0.86001,0.380,-0.345,-0.251,-0.145,-0.363,-0.289,0.262,0.115,-0.282,-0.341,0.197,-0.184,0.8500
9.8000,-0.41876,-0.13349,-0.67806,0.57921,-0.12153,-0.96489,-0.51636,0.31284,-1.26369,0.44078,0.27400,-0.86001,0.380,-0.347,-0.251,-0.145,-0.365,-0.290,0.262,0.114,-0.283,-0.341,0.196,-0.184,0.8500
9.8050,-0.41876,-0.13142,-0.67805,0.57921,-0.11945,-0.96488,-0.51636,0.31491,-1.26369,0.44077,0.27607,-0.86001,0.380,-0.349,-0.252,-0.145,-0.366,-0.290,0.262,0.113,-0.283,-0.341,0.194,-0.184,0.8500
9.8100,-0.41876,-0.12928,-0.67805,0.57921,-0.11731,-0.96488,-0.51636,0.31704,-1.26368,0.44077,0.27820,-0.86000,0.380,-0.350,-0.252,-0.145,-0.368,-0.290,0.262,0.112,-0.283,-0.341,0.193,-0.184,0.8500
9.8150,-0.41876,-0.12710,-0.67804,0.57921,-0.11512,-0.96487,-0.51636,0.31921,-1.26368,0.44077,0.28038,-0.86000,0.380,-0.351,-0.252,-0.145,-0.370,-0.291,0.262,0.111,-0.284,-0.341,0.192,-0.185,0.8500
9.8200,-0.41876,-0.12486,-0.67804,0.57921,-0.11288,-0.96486,-0.51636,0.32144,-1.26367,0.44077,0.28261,-0.86000,0.380,-0.353,-0.253,-0.145,-0.371,-0.291,0.262,0.110,-0.284,-0.341,0.191,-0.185,0.8500
9.8250,-0.41876,-0.12258,-0.67803,0.57921,-0.11060,-0.96485,-0.51636,0.32371,-1.26367,0.44077,0.28488,-0.85999,0.380,-0.354,-0.253,-0.145,-0.372,-0.292,0.262,0.110,-0.284,-0.341,0.190,-0.185,0.8500
9.8300,-0.41876,-0.12026,-0.67802,0.57921,-0.10827,-0.96484,-0.51636,0.32602,-1.26366,0.44077,0.28720,-0.85998,0.380,-0.356,-0.254,-0.145,-0.374,-0.292,0.262,0.109,-0.285,-0.341,0.189,-0.186,0.8500
9.8350,-0.41876,-0.11789,-0.67801,0.57921,-0.10590,-0.96483,-0.51636,0.32838,-1.26365,0.44077,0.28956,-0.85998,0.380,-0.357,-0.254,-0.145,-0.375,-0.293,0.262,0.108,-0.285,-0.341,0.188,-0.186,0.8500
9.8400,-0.41876,-0.11548,-0.67800,0.57921,-0.10349,-0.96482,-0.51636,0.33078,-1.26365,0.44077,0.29197,-0.85997,0.380,-0.358,-0.255,-0.145,-0.376,-0.293,0.262,0.107,-0.285,-0.341,0.187,-0.186,0.8500
